"Coordinate" "plate.name" "Time" "OD600" "Strain" "Condition" "Bio_Rep"
"G10" "A1" 300 0.0551 "trk2KO" "SYNHEFL00000022" "1"
"G11" "A1" 300 0.0701 "BY4741" "SYNHEFL00000022" "1"
"B2" "A1" 360 0.1056 "BY4741" "SYNHEFL00000022" "1"
"B3" "A1" 360 0.0905 "aly1KO" "SYNHEFL00000022" "1"
"B4" "A1" 360 0.0614 "art10KO" "SYNHEFL00000022" "1"
"B5" "A1" 360 0.0822 "hal5KO" "SYNHEFL00000022" "1"
"B6" "A1" 360 0.1079 "ilt1KO" "SYNHEFL00000022" "1"
"B7" "A1" 360 0.1063 "ldb19KO" "SYNHEFL00000022" "1"
"B8" "A1" 360 0.1115 "sat4KO" "SYNHEFL00000022" "1"
"B9" "A1" 360 0.0976 "trk1KO" "SYNHEFL00000022" "1"
"B10" "A1" 360 0.0514 "trk2KO" "SYNHEFL00000022" "1"
"B11" "A1" 360 0.0755 "BY4741" "SYNHEFL00000022" "1"
"C2" "A1" 360 0.0625 "BY4741" "SYNHEFL00000022" "1"
"C3" "A1" 360 0.0618 "aly1KO" "SYNHEFL00000022" "1"
"C4" "A1" 360 0.0586 "art10KO" "SYNHEFL00000022" "1"
"C5" "A1" 360 0.0484 "hal5KO" "SYNHEFL00000022" "1"
"C6" "A1" 360 0.0726 "ilt1KO" "SYNHEFL00000022" "1"
"C7" "A1" 360 0.0649 "ldb19KO" "SYNHEFL00000022" "1"
"C8" "A1" 360 0.1122 "sat4KO" "SYNHEFL00000022" "1"
"C9" "A1" 360 0.1021 "trk1KO" "SYNHEFL00000022" "1"
"C10" "A1" 360 0.0994 "trk2KO" "SYNHEFL00000022" "1"
"C11" "A1" 360 0.1271 "BY4741" "SYNHEFL00000022" "1"
"D2" "A1" 360 0.1131 "BY4741" "SYNHEFL00000022" "1"
"D3" "A1" 360 0.1202 "aly1KO" "SYNHEFL00000022" "1"
"D4" "A1" 360 0.0699 "art10KO" "SYNHEFL00000022" "1"
"D5" "A1" 360 0.0794 "hal5KO" "SYNHEFL00000022" "1"
"D6" "A1" 360 0.1191 "ilt1KO" "SYNHEFL00000022" "1"
"D7" "A1" 360 0.1043 "ldb19KO" "SYNHEFL00000022" "1"
"D8" "A1" 360 0.126 "sat4KO" "SYNHEFL00000022" "1"
"D9" "A1" 360 0.1386 "trk1KO" "SYNHEFL00000022" "1"
"D10" "A1" 360 0.1039 "trk2KO" "SYNHEFL00000022" "1"
"D11" "A1" 360 0.0886 "BY4741" "SYNHEFL00000022" "1"
"E2" "A1" 360 0.1055 "BY4741" "SYNHEFL00000022" "1"
"E3" "A1" 360 0.1034 "aly1KO" "SYNHEFL00000022" "1"
"E4" "A1" 360 0.1006 "art10KO" "SYNHEFL00000022" "1"
"E5" "A1" 360 0.1179 "hal5KO" "SYNHEFL00000022" "1"
"E6" "A1" 360 0.0992 "ilt1KO" "SYNHEFL00000022" "1"
"E7" "A1" 360 0.0961 "ldb19KO" "SYNHEFL00000022" "1"
"E8" "A1" 360 0.133 "sat4KO" "SYNHEFL00000022" "1"
"E9" "A1" 360 0.0938 "trk1KO" "SYNHEFL00000022" "1"
"E10" "A1" 360 0.1046 "trk2KO" "SYNHEFL00000022" "1"
"E11" "A1" 360 0.1328 "BY4741" "SYNHEFL00000022" "1"
"F2" "A1" 360 0.0618 "BY4741" "SYNHEFL00000022" "1"
"F3" "A1" 360 0.0871 "aly1KO" "SYNHEFL00000022" "1"
"F4" "A1" 360 0.0507 "art10KO" "SYNHEFL00000022" "1"
"F5" "A1" 360 0.0499 "hal5KO" "SYNHEFL00000022" "1"
"F6" "A1" 360 0.0887 "ilt1KO" "SYNHEFL00000022" "1"
"F7" "A1" 360 0.0881 "ldb19KO" "SYNHEFL00000022" "1"
"F8" "A1" 360 0.0923 "sat4KO" "SYNHEFL00000022" "1"
"F9" "A1" 360 0.0929 "trk1KO" "SYNHEFL00000022" "1"
"F10" "A1" 360 0.0908 "trk2KO" "SYNHEFL00000022" "1"
"F11" "A1" 360 0.0819 "BY4741" "SYNHEFL00000022" "1"
"G2" "A1" 360 0.0882 "BY4741" "SYNHEFL00000022" "1"
"G3" "A1" 360 0.0859 "aly1KO" "SYNHEFL00000022" "1"
"G4" "A1" 360 0.0694 "art10KO" "SYNHEFL00000022" "1"
"G5" "A1" 360 0.0661 "hal5KO" "SYNHEFL00000022" "1"
"G6" "A1" 360 0.0853 "ilt1KO" "SYNHEFL00000022" "1"
"G7" "A1" 360 0.0821 "ldb19KO" "SYNHEFL00000022" "1"
"G8" "A1" 360 0.0863 "sat4KO" "SYNHEFL00000022" "1"
"G9" "A1" 360 0.1058 "trk1KO" "SYNHEFL00000022" "1"
"G10" "A1" 360 0.0709 "trk2KO" "SYNHEFL00000022" "1"
"G11" "A1" 360 0.0833 "BY4741" "SYNHEFL00000022" "1"
"B2" "A1" 420 0.1015 "BY4741" "SYNHEFL00000022" "1"
"B3" "A1" 420 0.0907 "aly1KO" "SYNHEFL00000022" "1"
"B4" "A1" 420 0.061 "art10KO" "SYNHEFL00000022" "1"
"B5" "A1" 420 0.0919 "hal5KO" "SYNHEFL00000022" "1"
"B6" "A1" 420 0.1061 "ilt1KO" "SYNHEFL00000022" "1"
"B7" "A1" 420 0.1227 "ldb19KO" "SYNHEFL00000022" "1"
"B8" "A1" 420 0.1231 "sat4KO" "SYNHEFL00000022" "1"
"B9" "A1" 420 0.1017 "trk1KO" "SYNHEFL00000022" "1"
"B10" "A1" 420 0.0565 "trk2KO" "SYNHEFL00000022" "1"
"B11" "A1" 420 0.0722 "BY4741" "SYNHEFL00000022" "1"
"C2" "A1" 420 0.0615 "BY4741" "SYNHEFL00000022" "1"
"C3" "A1" 420 0.0621 "aly1KO" "SYNHEFL00000022" "1"
"C4" "A1" 420 0.0556 "art10KO" "SYNHEFL00000022" "1"
"C5" "A1" 420 0.0509 "hal5KO" "SYNHEFL00000022" "1"
"C6" "A1" 420 0.071 "ilt1KO" "SYNHEFL00000022" "1"
"C7" "A1" 420 0.0763 "ldb19KO" "SYNHEFL00000022" "1"
"C8" "A1" 420 0.1258 "sat4KO" "SYNHEFL00000022" "1"
"C9" "A1" 420 0.103 "trk1KO" "SYNHEFL00000022" "1"
"C10" "A1" 420 0.1151 "trk2KO" "SYNHEFL00000022" "1"
"C11" "A1" 420 0.1326 "BY4741" "SYNHEFL00000022" "1"
"D2" "A1" 420 0.1114 "BY4741" "SYNHEFL00000022" "1"
"D3" "A1" 420 0.1207 "aly1KO" "SYNHEFL00000022" "1"
"D4" "A1" 420 0.0691 "art10KO" "SYNHEFL00000022" "1"
"D5" "A1" 420 0.0886 "hal5KO" "SYNHEFL00000022" "1"
"D6" "A1" 420 0.1203 "ilt1KO" "SYNHEFL00000022" "1"
"D7" "A1" 420 0.1213 "ldb19KO" "SYNHEFL00000022" "1"
"D8" "A1" 420 0.141 "sat4KO" "SYNHEFL00000022" "1"
"D9" "A1" 420 0.1438 "trk1KO" "SYNHEFL00000022" "1"
"D10" "A1" 420 0.1194 "trk2KO" "SYNHEFL00000022" "1"
"D11" "A1" 420 0.0861 "BY4741" "SYNHEFL00000022" "1"
"E2" "A1" 420 0.1026 "BY4741" "SYNHEFL00000022" "1"
"E3" "A1" 420 0.0994 "aly1KO" "SYNHEFL00000022" "1"
"E4" "A1" 420 0.0987 "art10KO" "SYNHEFL00000022" "1"
"E5" "A1" 420 0.1358 "hal5KO" "SYNHEFL00000022" "1"
"E6" "A1" 420 0.0972 "ilt1KO" "SYNHEFL00000022" "1"
"E7" "A1" 420 0.1163 "ldb19KO" "SYNHEFL00000022" "1"
"E8" "A1" 420 0.1503 "sat4KO" "SYNHEFL00000022" "1"
"E9" "A1" 420 0.0994 "trk1KO" "SYNHEFL00000022" "1"
"E10" "A1" 420 0.1201 "trk2KO" "SYNHEFL00000022" "1"
"E11" "A1" 420 0.1362 "BY4741" "SYNHEFL00000022" "1"
"F2" "A1" 420 0.0629 "BY4741" "SYNHEFL00000022" "1"
"F3" "A1" 420 0.0823 "aly1KO" "SYNHEFL00000022" "1"
"F4" "A1" 420 0.0535 "art10KO" "SYNHEFL00000022" "1"
"F5" "A1" 420 0.0563 "hal5KO" "SYNHEFL00000022" "1"
"F6" "A1" 420 0.0874 "ilt1KO" "SYNHEFL00000022" "1"
"F7" "A1" 420 0.1032 "ldb19KO" "SYNHEFL00000022" "1"
"F8" "A1" 420 0.1032 "sat4KO" "SYNHEFL00000022" "1"
"F9" "A1" 420 0.0943 "trk1KO" "SYNHEFL00000022" "1"
"F10" "A1" 420 0.1024 "trk2KO" "SYNHEFL00000022" "1"
"F11" "A1" 420 0.0779 "BY4741" "SYNHEFL00000022" "1"
"G2" "A1" 420 0.0875 "BY4741" "SYNHEFL00000022" "1"
"G3" "A1" 420 0.0823 "aly1KO" "SYNHEFL00000022" "1"
"G4" "A1" 420 0.0685 "art10KO" "SYNHEFL00000022" "1"
"G5" "A1" 420 0.0749 "hal5KO" "SYNHEFL00000022" "1"
"G6" "A1" 420 0.0812 "ilt1KO" "SYNHEFL00000022" "1"
"G7" "A1" 420 0.0944 "ldb19KO" "SYNHEFL00000022" "1"
"G8" "A1" 420 0.0971 "sat4KO" "SYNHEFL00000022" "1"
"G9" "A1" 420 0.1101 "trk1KO" "SYNHEFL00000022" "1"
"G10" "A1" 420 0.0792 "trk2KO" "SYNHEFL00000022" "1"
"G11" "A1" 420 0.0798 "BY4741" "SYNHEFL00000022" "1"
"B2" "A1" 480 0.1002 "BY4741" "SYNHEFL00000022" "1"
"B3" "A1" 480 0.0917 "aly1KO" "SYNHEFL00000022" "1"
"B4" "A1" 480 0.0583 "art10KO" "SYNHEFL00000022" "1"
"B5" "A1" 480 0.0996 "hal5KO" "SYNHEFL00000022" "1"
"B6" "A1" 480 0.1079 "ilt1KO" "SYNHEFL00000022" "1"
"B7" "A1" 480 0.1316 "ldb19KO" "SYNHEFL00000022" "1"
"B8" "A1" 480 0.1324 "sat4KO" "SYNHEFL00000022" "1"
"B9" "A1" 480 0.1034 "trk1KO" "SYNHEFL00000022" "1"
"B10" "A1" 480 0.0583 "trk2KO" "SYNHEFL00000022" "1"
"B11" "A1" 480 0.0715 "BY4741" "SYNHEFL00000022" "1"
"C2" "A1" 480 0.0602 "BY4741" "SYNHEFL00000022" "1"
"C3" "A1" 480 0.0611 "aly1KO" "SYNHEFL00000022" "1"
"C4" "A1" 480 0.0529 "art10KO" "SYNHEFL00000022" "1"
"C5" "A1" 480 0.0513 "hal5KO" "SYNHEFL00000022" "1"
"C6" "A1" 480 0.07 "ilt1KO" "SYNHEFL00000022" "1"
"C7" "A1" 480 0.0827 "ldb19KO" "SYNHEFL00000022" "1"
"C8" "A1" 480 0.1352 "sat4KO" "SYNHEFL00000022" "1"
"C9" "A1" 480 0.1036 "trk1KO" "SYNHEFL00000022" "1"
"C10" "A1" 480 0.1249 "trk2KO" "SYNHEFL00000022" "1"
"C11" "A1" 480 0.1372 "BY4741" "SYNHEFL00000022" "1"
"D2" "A1" 480 0.1132 "BY4741" "SYNHEFL00000022" "1"
"D3" "A1" 480 0.1224 "aly1KO" "SYNHEFL00000022" "1"
"D4" "A1" 480 0.0694 "art10KO" "SYNHEFL00000022" "1"
"D5" "A1" 480 0.0955 "hal5KO" "SYNHEFL00000022" "1"
"D6" "A1" 480 0.1233 "ilt1KO" "SYNHEFL00000022" "1"
"D7" "A1" 480 0.1331 "ldb19KO" "SYNHEFL00000022" "1"
"D8" "A1" 480 0.1532 "sat4KO" "SYNHEFL00000022" "1"
"D9" "A1" 480 0.15 "trk1KO" "SYNHEFL00000022" "1"
"D10" "A1" 480 0.1309 "trk2KO" "SYNHEFL00000022" "1"
"D11" "A1" 480 0.0852 "BY4741" "SYNHEFL00000022" "1"
"E2" "A1" 480 0.102 "BY4741" "SYNHEFL00000022" "1"
"E3" "A1" 480 0.0991 "aly1KO" "SYNHEFL00000022" "1"
"E4" "A1" 480 0.0985 "art10KO" "SYNHEFL00000022" "1"
"E5" "A1" 480 0.1491 "hal5KO" "SYNHEFL00000022" "1"
"E6" "A1" 480 0.0972 "ilt1KO" "SYNHEFL00000022" "1"
"E7" "A1" 480 0.1275 "ldb19KO" "SYNHEFL00000022" "1"
"E8" "A1" 480 0.1636 "sat4KO" "SYNHEFL00000022" "1"
"E9" "A1" 480 0.1003 "trk1KO" "SYNHEFL00000022" "1"
"E10" "A1" 480 0.1302 "trk2KO" "SYNHEFL00000022" "1"
"E11" "A1" 480 0.1409 "BY4741" "SYNHEFL00000022" "1"
"F2" "A1" 480 0.0604 "BY4741" "SYNHEFL00000022" "1"
"F3" "A1" 480 0.0811 "aly1KO" "SYNHEFL00000022" "1"
"F4" "A1" 480 0.051 "art10KO" "SYNHEFL00000022" "1"
"F5" "A1" 480 0.0579 "hal5KO" "SYNHEFL00000022" "1"
"F6" "A1" 480 0.0854 "ilt1KO" "SYNHEFL00000022" "1"
"F7" "A1" 480 0.1106 "ldb19KO" "SYNHEFL00000022" "1"
"F8" "A1" 480 0.1094 "sat4KO" "SYNHEFL00000022" "1"
"F9" "A1" 480 0.0952 "trk1KO" "SYNHEFL00000022" "1"
"F10" "A1" 480 0.1114 "trk2KO" "SYNHEFL00000022" "1"
"F11" "A1" 480 0.0768 "BY4741" "SYNHEFL00000022" "1"
"G2" "A1" 480 0.0877 "BY4741" "SYNHEFL00000022" "1"
"G3" "A1" 480 0.0821 "aly1KO" "SYNHEFL00000022" "1"
"G4" "A1" 480 0.0666 "art10KO" "SYNHEFL00000022" "1"
"G5" "A1" 480 0.0811 "hal5KO" "SYNHEFL00000022" "1"
"G6" "A1" 480 0.0809 "ilt1KO" "SYNHEFL00000022" "1"
"G7" "A1" 480 0.1026 "ldb19KO" "SYNHEFL00000022" "1"
"G8" "A1" 480 0.1044 "sat4KO" "SYNHEFL00000022" "1"
"G9" "A1" 480 0.111 "trk1KO" "SYNHEFL00000022" "1"
"G10" "A1" 480 0.0871 "trk2KO" "SYNHEFL00000022" "1"
"G11" "A1" 480 0.0799 "BY4741" "SYNHEFL00000022" "1"
"B2" "A1" 540 0.1023 "BY4741" "SYNHEFL00000022" "1"
"B3" "A1" 540 0.0943 "aly1KO" "SYNHEFL00000022" "1"
"B4" "A1" 540 0.0589 "art10KO" "SYNHEFL00000022" "1"
"B5" "A1" 540 0.1049 "hal5KO" "SYNHEFL00000022" "1"
"B6" "A1" 540 0.1112 "ilt1KO" "SYNHEFL00000022" "1"
"B7" "A1" 540 0.1391 "ldb19KO" "SYNHEFL00000022" "1"
"B8" "A1" 540 0.14 "sat4KO" "SYNHEFL00000022" "1"
"B9" "A1" 540 0.1067 "trk1KO" "SYNHEFL00000022" "1"
"B10" "A1" 540 0.06 "trk2KO" "SYNHEFL00000022" "1"
"B11" "A1" 540 0.0729 "BY4741" "SYNHEFL00000022" "1"
"C2" "A1" 540 0.0602 "BY4741" "SYNHEFL00000022" "1"
"C3" "A1" 540 0.0616 "aly1KO" "SYNHEFL00000022" "1"
"C4" "A1" 540 0.0523 "art10KO" "SYNHEFL00000022" "1"
"C5" "A1" 540 0.052 "hal5KO" "SYNHEFL00000022" "1"
"C6" "A1" 540 0.0713 "ilt1KO" "SYNHEFL00000022" "1"
"C7" "A1" 540 0.0867 "ldb19KO" "SYNHEFL00000022" "1"
"C8" "A1" 540 0.1417 "sat4KO" "SYNHEFL00000022" "1"
"C9" "A1" 540 0.1062 "trk1KO" "SYNHEFL00000022" "1"
"C10" "A1" 540 0.1335 "trk2KO" "SYNHEFL00000022" "1"
"C11" "A1" 540 0.1424 "BY4741" "SYNHEFL00000022" "1"
"D2" "A1" 540 0.1158 "BY4741" "SYNHEFL00000022" "1"
"D3" "A1" 540 0.1263 "aly1KO" "SYNHEFL00000022" "1"
"D4" "A1" 540 0.0709 "art10KO" "SYNHEFL00000022" "1"
"D5" "A1" 540 0.1012 "hal5KO" "SYNHEFL00000022" "1"
"D6" "A1" 540 0.1272 "ilt1KO" "SYNHEFL00000022" "1"
"D7" "A1" 540 0.1409 "ldb19KO" "SYNHEFL00000022" "1"
"D8" "A1" 540 0.1609 "sat4KO" "SYNHEFL00000022" "1"
"D9" "A1" 540 0.1556 "trk1KO" "SYNHEFL00000022" "1"
"D10" "A1" 540 0.1395 "trk2KO" "SYNHEFL00000022" "1"
"D11" "A1" 540 0.0865 "BY4741" "SYNHEFL00000022" "1"
"E2" "A1" 540 0.1027 "BY4741" "SYNHEFL00000022" "1"
"E3" "A1" 540 0.101 "aly1KO" "SYNHEFL00000022" "1"
"E4" "A1" 540 0.0999 "art10KO" "SYNHEFL00000022" "1"
"E5" "A1" 540 0.1588 "hal5KO" "SYNHEFL00000022" "1"
"E6" "A1" 540 0.0989 "ilt1KO" "SYNHEFL00000022" "1"
"E7" "A1" 540 0.1361 "ldb19KO" "SYNHEFL00000022" "1"
"E8" "A1" 540 0.1742 "sat4KO" "SYNHEFL00000022" "1"
"E9" "A1" 540 0.1026 "trk1KO" "SYNHEFL00000022" "1"
"E10" "A1" 540 0.1393 "trk2KO" "SYNHEFL00000022" "1"
"E11" "A1" 540 0.1457 "BY4741" "SYNHEFL00000022" "1"
"F2" "A1" 540 0.0596 "BY4741" "SYNHEFL00000022" "1"
"F3" "A1" 540 0.0823 "aly1KO" "SYNHEFL00000022" "1"
"F4" "A1" 540 0.0505 "art10KO" "SYNHEFL00000022" "1"
"F5" "A1" 540 0.0603 "hal5KO" "SYNHEFL00000022" "1"
"F6" "A1" 540 0.0867 "ilt1KO" "SYNHEFL00000022" "1"
"F7" "A1" 540 0.1171 "ldb19KO" "SYNHEFL00000022" "1"
"F8" "A1" 540 0.1159 "sat4KO" "SYNHEFL00000022" "1"
"F9" "A1" 540 0.0973 "trk1KO" "SYNHEFL00000022" "1"
"F10" "A1" 540 0.1188 "trk2KO" "SYNHEFL00000022" "1"
"F11" "A1" 540 0.0783 "BY4741" "SYNHEFL00000022" "1"
"G2" "A1" 540 0.0885 "BY4741" "SYNHEFL00000022" "1"
"G3" "A1" 540 0.083 "aly1KO" "SYNHEFL00000022" "1"
"G4" "A1" 540 0.0657 "art10KO" "SYNHEFL00000022" "1"
"G5" "A1" 540 0.0845 "hal5KO" "SYNHEFL00000022" "1"
"G6" "A1" 540 0.0821 "ilt1KO" "SYNHEFL00000022" "1"
"G7" "A1" 540 0.1072 "ldb19KO" "SYNHEFL00000022" "1"
"G8" "A1" 540 0.1094 "sat4KO" "SYNHEFL00000022" "1"
"G9" "A1" 540 0.1135 "trk1KO" "SYNHEFL00000022" "1"
"G10" "A1" 540 0.0927 "trk2KO" "SYNHEFL00000022" "1"
"G11" "A1" 540 0.0814 "BY4741" "SYNHEFL00000022" "1"
"B2" "A1" 600 0.1043 "BY4741" "SYNHEFL00000022" "1"
"B3" "A1" 600 0.0962 "aly1KO" "SYNHEFL00000022" "1"
"B4" "A1" 600 0.06 "art10KO" "SYNHEFL00000022" "1"
"B5" "A1" 600 0.109 "hal5KO" "SYNHEFL00000022" "1"
"B6" "A1" 600 0.1146 "ilt1KO" "SYNHEFL00000022" "1"
"B7" "A1" 600 0.1438 "ldb19KO" "SYNHEFL00000022" "1"
"B8" "A1" 600 0.1454 "sat4KO" "SYNHEFL00000022" "1"
"B9" "A1" 600 0.1091 "trk1KO" "SYNHEFL00000022" "1"
"B10" "A1" 600 0.0615 "trk2KO" "SYNHEFL00000022" "1"
"B11" "A1" 600 0.0744 "BY4741" "SYNHEFL00000022" "1"
"C2" "A1" 600 0.0609 "BY4741" "SYNHEFL00000022" "1"
"C3" "A1" 600 0.0636 "aly1KO" "SYNHEFL00000022" "1"
"C4" "A1" 600 0.0528 "art10KO" "SYNHEFL00000022" "1"
"C5" "A1" 600 0.0529 "hal5KO" "SYNHEFL00000022" "1"
"C6" "A1" 600 0.0721 "ilt1KO" "SYNHEFL00000022" "1"
"C7" "A1" 600 0.0894 "ldb19KO" "SYNHEFL00000022" "1"
"C8" "A1" 600 0.1456 "sat4KO" "SYNHEFL00000022" "1"
"C9" "A1" 600 0.1088 "trk1KO" "SYNHEFL00000022" "1"
"C10" "A1" 600 0.1397 "trk2KO" "SYNHEFL00000022" "1"
"C11" "A1" 600 0.1466 "BY4741" "SYNHEFL00000022" "1"
"D2" "A1" 600 0.118 "BY4741" "SYNHEFL00000022" "1"
"D3" "A1" 600 0.1293 "aly1KO" "SYNHEFL00000022" "1"
"D4" "A1" 600 0.0727 "art10KO" "SYNHEFL00000022" "1"
"D5" "A1" 600 0.1058 "hal5KO" "SYNHEFL00000022" "1"
"D6" "A1" 600 0.1311 "ilt1KO" "SYNHEFL00000022" "1"
"D7" "A1" 600 0.147 "ldb19KO" "SYNHEFL00000022" "1"
"D8" "A1" 600 0.1677 "sat4KO" "SYNHEFL00000022" "1"
"D9" "A1" 600 0.1606 "trk1KO" "SYNHEFL00000022" "1"
"D10" "A1" 600 0.1462 "trk2KO" "SYNHEFL00000022" "1"
"D11" "A1" 600 0.0881 "BY4741" "SYNHEFL00000022" "1"
"E2" "A1" 600 0.1042 "BY4741" "SYNHEFL00000022" "1"
"E3" "A1" 600 0.1033 "aly1KO" "SYNHEFL00000022" "1"
"E4" "A1" 600 0.1027 "art10KO" "SYNHEFL00000022" "1"
"E5" "A1" 600 0.1658 "hal5KO" "SYNHEFL00000022" "1"
"E6" "A1" 600 0.1012 "ilt1KO" "SYNHEFL00000022" "1"
"E7" "A1" 600 0.1421 "ldb19KO" "SYNHEFL00000022" "1"
"E8" "A1" 600 0.1816 "sat4KO" "SYNHEFL00000022" "1"
"E9" "A1" 600 0.1047 "trk1KO" "SYNHEFL00000022" "1"
"E10" "A1" 600 0.1457 "trk2KO" "SYNHEFL00000022" "1"
"E11" "A1" 600 0.1498 "BY4741" "SYNHEFL00000022" "1"
"F2" "A1" 600 0.0597 "BY4741" "SYNHEFL00000022" "1"
"F3" "A1" 600 0.0837 "aly1KO" "SYNHEFL00000022" "1"
"F4" "A1" 600 0.0497 "art10KO" "SYNHEFL00000022" "1"
"F5" "A1" 600 0.0612 "hal5KO" "SYNHEFL00000022" "1"
"F6" "A1" 600 0.0882 "ilt1KO" "SYNHEFL00000022" "1"
"F7" "A1" 600 0.121 "ldb19KO" "SYNHEFL00000022" "1"
"F8" "A1" 600 0.1201 "sat4KO" "SYNHEFL00000022" "1"
"F9" "A1" 600 0.0999 "trk1KO" "SYNHEFL00000022" "1"
"F10" "A1" 600 0.1237 "trk2KO" "SYNHEFL00000022" "1"
"F11" "A1" 600 0.0798 "BY4741" "SYNHEFL00000022" "1"
"G2" "A1" 600 0.0905 "BY4741" "SYNHEFL00000022" "1"
"G3" "A1" 600 0.0847 "aly1KO" "SYNHEFL00000022" "1"
"G4" "A1" 600 0.0654 "art10KO" "SYNHEFL00000022" "1"
"G5" "A1" 600 0.0884 "hal5KO" "SYNHEFL00000022" "1"
"G6" "A1" 600 0.0846 "ilt1KO" "SYNHEFL00000022" "1"
"G7" "A1" 600 0.1102 "ldb19KO" "SYNHEFL00000022" "1"
"G8" "A1" 600 0.1116 "sat4KO" "SYNHEFL00000022" "1"
"G9" "A1" 600 0.116 "trk1KO" "SYNHEFL00000022" "1"
"G10" "A1" 600 0.0979 "trk2KO" "SYNHEFL00000022" "1"
"G11" "A1" 600 0.0837 "BY4741" "SYNHEFL00000022" "1"
"B2" "A1" 660 0.1067 "BY4741" "SYNHEFL00000022" "1"
"B3" "A1" 660 0.0989 "aly1KO" "SYNHEFL00000022" "1"
"B4" "A1" 660 0.0619 "art10KO" "SYNHEFL00000022" "1"
"B5" "A1" 660 0.1122 "hal5KO" "SYNHEFL00000022" "1"
"B6" "A1" 660 0.1175 "ilt1KO" "SYNHEFL00000022" "1"
"B7" "A1" 660 0.1485 "ldb19KO" "SYNHEFL00000022" "1"
"B8" "A1" 660 0.1503 "sat4KO" "SYNHEFL00000022" "1"
"B9" "A1" 660 0.1122 "trk1KO" "SYNHEFL00000022" "1"
"B10" "A1" 660 0.0628 "trk2KO" "SYNHEFL00000022" "1"
"B11" "A1" 660 0.076 "BY4741" "SYNHEFL00000022" "1"
"C2" "A1" 660 0.0622 "BY4741" "SYNHEFL00000022" "1"
"C3" "A1" 660 0.065 "aly1KO" "SYNHEFL00000022" "1"
"C4" "A1" 660 0.0538 "art10KO" "SYNHEFL00000022" "1"
"C5" "A1" 660 0.0541 "hal5KO" "SYNHEFL00000022" "1"
"C6" "A1" 660 0.0738 "ilt1KO" "SYNHEFL00000022" "1"
"C7" "A1" 660 0.0917 "ldb19KO" "SYNHEFL00000022" "1"
"C8" "A1" 660 0.1499 "sat4KO" "SYNHEFL00000022" "1"
"C9" "A1" 660 0.1115 "trk1KO" "SYNHEFL00000022" "1"
"C10" "A1" 660 0.145 "trk2KO" "SYNHEFL00000022" "1"
"C11" "A1" 660 0.1501 "BY4741" "SYNHEFL00000022" "1"
"D2" "A1" 660 0.1215 "BY4741" "SYNHEFL00000022" "1"
"D3" "A1" 660 0.1331 "aly1KO" "SYNHEFL00000022" "1"
"D4" "A1" 660 0.0737 "art10KO" "SYNHEFL00000022" "1"
"D5" "A1" 660 0.1083 "hal5KO" "SYNHEFL00000022" "1"
"D6" "A1" 660 0.134 "ilt1KO" "SYNHEFL00000022" "1"
"D7" "A1" 660 0.1508 "ldb19KO" "SYNHEFL00000022" "1"
"D8" "A1" 660 0.1723 "sat4KO" "SYNHEFL00000022" "1"
"D9" "A1" 660 0.1654 "trk1KO" "SYNHEFL00000022" "1"
"D10" "A1" 660 0.1509 "trk2KO" "SYNHEFL00000022" "1"
"D11" "A1" 660 0.0902 "BY4741" "SYNHEFL00000022" "1"
"E2" "A1" 660 0.1063 "BY4741" "SYNHEFL00000022" "1"
"E3" "A1" 660 0.1056 "aly1KO" "SYNHEFL00000022" "1"
"E4" "A1" 660 0.105 "art10KO" "SYNHEFL00000022" "1"
"E5" "A1" 660 0.1715 "hal5KO" "SYNHEFL00000022" "1"
"E6" "A1" 660 0.1038 "ilt1KO" "SYNHEFL00000022" "1"
"E7" "A1" 660 0.1473 "ldb19KO" "SYNHEFL00000022" "1"
"E8" "A1" 660 0.1885 "sat4KO" "SYNHEFL00000022" "1"
"E9" "A1" 660 0.108 "trk1KO" "SYNHEFL00000022" "1"
"E10" "A1" 660 0.1501 "trk2KO" "SYNHEFL00000022" "1"
"E11" "A1" 660 0.1534 "BY4741" "SYNHEFL00000022" "1"
"F2" "A1" 660 0.0606 "BY4741" "SYNHEFL00000022" "1"
"F3" "A1" 660 0.0858 "aly1KO" "SYNHEFL00000022" "1"
"F4" "A1" 660 0.0506 "art10KO" "SYNHEFL00000022" "1"
"F5" "A1" 660 0.0627 "hal5KO" "SYNHEFL00000022" "1"
"F6" "A1" 660 0.0902 "ilt1KO" "SYNHEFL00000022" "1"
"F7" "A1" 660 0.1243 "ldb19KO" "SYNHEFL00000022" "1"
"F8" "A1" 660 0.124 "sat4KO" "SYNHEFL00000022" "1"
"F9" "A1" 660 0.102 "trk1KO" "SYNHEFL00000022" "1"
"F10" "A1" 660 0.1282 "trk2KO" "SYNHEFL00000022" "1"
"F11" "A1" 660 0.0813 "BY4741" "SYNHEFL00000022" "1"
"G2" "A1" 660 0.0914 "BY4741" "SYNHEFL00000022" "1"
"G3" "A1" 660 0.0862 "aly1KO" "SYNHEFL00000022" "1"
"G4" "A1" 660 0.0658 "art10KO" "SYNHEFL00000022" "1"
"G5" "A1" 660 0.0904 "hal5KO" "SYNHEFL00000022" "1"
"G6" "A1" 660 0.0864 "ilt1KO" "SYNHEFL00000022" "1"
"G7" "A1" 660 0.1128 "ldb19KO" "SYNHEFL00000022" "1"
"G8" "A1" 660 0.115 "sat4KO" "SYNHEFL00000022" "1"
